doy,lat,ndvi
128.0,0.0,8352.52272206216
128.0,1.0,8416.249241633639
128.0,2.0,8416.508317792672
128.0,3.0,8480.542316600193
128.0,4.0,8175.760109742211
128.0,5.0,7951.839114581692
128.0,6.0,7247.856494478892
128.0,7.0,6368.205536181343
128.0,8.0,5135.821125265393
128.0,9.0,3728.155321325515
128.0,10.0,2639.7294223356785
128.0,11.0,2119.6825446568473
128.0,12.0,1815.5929481437558
128.0,13.0,1647.2224813251603
128.0,14.0,1487.9535839689017
128.0,15.0,1231.560951268555
128.0,16.0,1103.4536534454717
128.0,17.0,1071.6383380009863
128.0,18.0,1007.6293057054878
128.0,19.0,1007.3197799782033
144.0,-28.0,3231.2764500664007
144.0,-27.0,3231.323654743872
144.0,-26.0,3423.0230844793714
144.0,-25.0,3935.215100091593
144.0,-24.0,3679.4232721130265
144.0,-23.0,3423.078742956545
144.0,-22.0,3487.5278156221616
144.0,-21.0,3807.572677808006
144.0,-20.0,4127.499892719356
144.0,-19.0,4511.458330130212
144.0,-18.0,4512.102058478909
144.0,-17.0,4767.683952104507
144.0,-16.0,5023.825248617704
144.0,-15.0,5519.647296657921
144.0,-14.0,5984.355150505642
144.0,-13.0,6559.675365336938
144.0,-12.0,6496.123116149909
144.0,-11.0,6368.252710324736
144.0,-10.0,6367.993150762666
144.0,-9.0,6047.75676052704
144.0,-8.0,5984.295854582544
144.0,-7.0,5983.422172298381
144.0,-6.0,6111.722828547827
144.0,-5.0,6303.176766179477
144.0,-4.0,7071.7696512233215
144.0,-3.0,8032.363034316677
144.0,-2.0,8161.745469341503
144.0,-1.0,8225.176515382364
144.0,0.0,8353.435645407535
144.0,1.0,8416.74597592116
144.0,2.0,8417.162284214566
144.0,3.0,8544.996022702258
144.0,4.0,8336.03390324166
144.0,5.0,8176.084056827151
144.0,6.0,7695.861382991425
144.0,7.0,7137.207188947673
144.0,8.0,6063.984433374844
144.0,9.0,4655.6787322880355
144.0,10.0,3055.7249516151155
144.0,11.0,2287.5468647772454
144.0,12.0,1863.5866758196316
144.0,13.0,1647.2534054028677
144.0,14.0,1487.962362447073
144.0,15.0,1231.6723671659825
144.0,16.0,1103.1712439659284
144.0,17.0,1071.3471220451218
144.0,18.0,999.6385585339727
144.0,19.0,976.7211524689562
160.0,-28.0,2910.597343930834
160.0,-27.0,2847.024584877488
160.0,-26.0,2974.904856253367
160.0,-25.0,3488.0947492932364
160.0,-24.0,3359.547406746062
160.0,-23.0,3103.2323044940854
160.0,-22.0,3231.701646567718
160.0,-21.0,3487.345260726327
160.0,-20.0,3807.6461129416875
160.0,-19.0,4127.887196793835
160.0,-18.0,4127.444408509803
160.0,-17.0,4383.9724492264995
160.0,-16.0,4703.633669489643
160.0,-15.0,5103.3876581613895
160.0,-14.0,5599.992673079608
160.0,-13.0,6240.1621347181335
160.0,-12.0,6111.883300988039
160.0,-11.0,5920.282075901178
160.0,-10.0,5920.086539593816
160.0,-9.0,5471.988471749743
160.0,-8.0,5343.789684671461
160.0,-7.0,5407.657169635869
160.0,-6.0,5599.373206114138
160.0,-5.0,5856.902629016553
160.0,-4.0,6687.195326024235
160.0,-3.0,7778.031207328928
160.0,-2.0,7969.887547391408
160.0,-1.0,8033.474937411427
160.0,0.0,8160.660088310197
160.0,1.0,8224.667505240148
160.0,2.0,8225.429282931034
160.0,3.0,8400.143237613322
160.0,4.0,8304.186719092404
160.0,5.0,8208.038660212018
160.0,6.0,7855.891203998507
160.0,7.0,7504.269150131497
160.0,8.0,6735.1806405046445
160.0,9.0,5743.4779154469015
160.0,10.0,4080.0254531121436
160.0,11.0,2800.1824261157244
160.0,12.0,1935.0118404271373
160.0,13.0,1647.580982335301
160.0,14.0,1487.8947060869025
160.0,15.0,1231.8569228233018
160.0,16.0,1103.4190936166144
160.0,17.0,1071.4278325615971
160.0,18.0,1015.707486154539
160.0,19.0,1007.4458137519875
176.0,-28.0,2654.6406137743293
176.0,-27.0,2591.041614022108
176.0,-26.0,2782.516844327089
176.0,-25.0,3167.0232055863034
176.0,-24.0,3039.5657760138984
176.0,-23.0,2910.938254147813
176.0,-22.0,3039.7042206342117
176.0,-21.0,3295.9501003202304
176.0,-20.0,3487.8002308064574
176.0,-19.0,3807.676837554219
176.0,-18.0,3806.916078291374
176.0,-17.0,3999.3523414025854
176.0,-16.0,4383.5313404984245
176.0,-15.0,4687.81828214363
176.0,-14.0,5151.570532464742
176.0,-13.0,5856.130742618634
176.0,-12.0,5728.030962515447
176.0,-11.0,5536.3130883963695
176.0,-10.0,5535.701729857656
176.0,-9.0,4959.754135204255
176.0,-8.0,4767.816071895561
176.0,-7.0,4831.851645689909
176.0,-6.0,5088.143069283429
176.0,-5.0,5471.88328313253
176.0,-4.0,6367.040157860085
176.0,-3.0,7457.376000418812
176.0,-2.0,7713.401550978542
176.0,-1.0,7841.076722451576
176.0,0.0,8032.7100659548805
176.0,1.0,8160.90681959298
176.0,2.0,8224.831348783957
176.0,3.0,8336.268032272726
176.0,4.0,8303.830828928973
176.0,5.0,8272.064550075112
176.0,6.0,8047.717997871705
176.0,7.0,7776.90912804396
176.0,8.0,7343.8224816812735
176.0,9.0,6735.745617904777
176.0,10.0,5391.9540282498265
176.0,11.0,3631.536931818182
176.0,12.0,2223.5545029597465
176.0,13.0,1694.6964647580721
176.0,14.0,1487.9368119024132
176.0,15.0,1231.8336419977304
176.0,16.0,1103.3814488082146
176.0,17.0,1071.21790713355
176.0,18.0,1007.6729325035872
176.0,19.0,1007.5686287619798
192.0,-28.0,2526.62891031876
192.0,-27.0,2462.994118859632
192.0,-26.0,2591.086323158012
192.0,-25.0,2975.063518370104
192.0,-24.0,2846.866991894742
192.0,-23.0,2783.541014168531
192.0,-22.0,2895.781561461794
192.0,-21.0,3104.36958414003
192.0,-20.0,3231.852066248467
192.0,-19.0,3551.4586522296736
192.0,-18.0,3551.6944484595288
192.0,-17.0,3679.7038142081433
192.0,-16.0,4064.2754503060632
192.0,-15.0,4335.500950798788
192.0,-14.0,4767.731645375771
192.0,-13.0,5535.326904009581
192.0,-12.0,5343.484266896255
192.0,-11.0,5151.593238283711
192.0,-10.0,5087.911908102641
192.0,-9.0,4575.6897688464815
192.0,-8.0,4447.518038173251
192.0,-7.0,4447.680789283842
192.0,-6.0,4639.597717110604
192.0,-5.0,5087.951685533739
192.0,-4.0,5983.432884328709
192.0,-3.0,7137.7919324762
192.0,-2.0,7521.974174821794
192.0,-1.0,7776.980579796601
192.0,0.0,7969.083660404886
192.0,1.0,8097.57189461891
192.0,2.0,8224.60372303301
192.0,3.0,8368.157968405438
192.0,4.0,8304.025275596414
192.0,5.0,8272.183719022853
192.0,6.0,8111.911651798168
192.0,7.0,7983.94505659883
192.0,8.0,7631.754654256683
192.0,9.0,7215.8200048550425
192.0,10.0,6383.83720238697
192.0,11.0,4527.664707178963
192.0,12.0,2799.533664855867
192.0,13.0,1935.8532215713997
192.0,14.0,1551.6203669644992
192.0,15.0,1231.5700621933602
192.0,16.0,1071.3037295942047
192.0,17.0,1039.163435729311
192.0,18.0,1007.2273466989556
192.0,19.0,976.140598055116
208.0,-28.0,2461.9007705427152
208.0,-27.0,2398.302191880008
208.0,-26.0,2526.626023037284
208.0,-25.0,2783.6933426169976
208.0,-24.0,2719.0175327773723
208.0,-23.0,2607.8589659685863
208.0,-22.0,2736.0976456966423
208.0,-21.0,2912.4426556001504
208.0,-20.0,3055.6501600246424
208.0,-19.0,3295.4157103864027
208.0,-18.0,3295.3435735055637
208.0,-17.0,3423.2274180971353
208.0,-16.0,3744.0177341522995
208.0,-15.0,3951.9205681588
208.0,-14.0,4382.870828783652
208.0,-13.0,5087.937061363007
208.0,-12.0,4960.028499039437
208.0,-11.0,4768.062651320087
208.0,-10.0,4768.477836558171
208.0,-9.0,4319.502696112838
208.0,-8.0,4319.452268202548
208.0,-7.0,4319.56317966651
208.0,-6.0,4511.325595984944
208.0,-5.0,5023.4310105603945
208.0,-4.0,5855.371983128396
208.0,-3.0,7137.007270531031
208.0,-2.0,7585.067283319846
208.0,-1.0,7777.364935719345
208.0,0.0,7905.180934233229
208.0,1.0,7968.903083088295
208.0,2.0,8096.717358247699
208.0,3.0,8240.064025475041
208.0,4.0,8272.079324036842
208.0,5.0,8240.081219214077
208.0,6.0,8143.85513798017
208.0,7.0,8033.474807927617
208.0,8.0,7792.064891947759
208.0,9.0,7535.904952683403
208.0,10.0,7088.049526860881
208.0,11.0,5552.280553181809
208.0,12.0,3550.7139002098497
208.0,13.0,2527.7173479937674
208.0,14.0,1758.7989753446996
208.0,15.0,1263.7538853956578
208.0,16.0,1071.3093221882466
208.0,17.0,1008.1844237698924
208.0,18.0,983.590366535382
208.0,19.0,975.7464138860967
224.0,-28.0,2398.275712645224
224.0,-27.0,2334.818085258686
224.0,-26.0,2463.176226790451
224.0,-25.0,2655.7543619631547
224.0,-24.0,2607.2125609595887
224.0,-23.0,2527.302057493069
224.0,-22.0,2640.000337723742
224.0,-21.0,2784.3792211153946
224.0,-20.0,2895.8336705188635
224.0,-19.0,3102.935971316872
224.0,-18.0,3103.377659918172
224.0,-17.0,3231.6866836807267
224.0,-16.0,3487.8983333591696
224.0,-15.0,3663.658246868408
224.0,-14.0,4063.983170937182
224.0,-13.0,4704.079221375699
224.0,-12.0,4575.651925696388
224.0,-11.0,4575.744203106572
224.0,-10.0,4576.126286337863
224.0,-9.0,4127.354171407958
224.0,-8.0,4319.553466734339
224.0,-7.0,4512.254223073144
224.0,-6.0,4703.861541297935
224.0,-5.0,5470.98162475822
224.0,-4.0,6111.862820651002
224.0,-3.0,7520.816463703939
224.0,-2.0,7713.593893430711
224.0,-1.0,7777.251012576915
224.0,0.0,7904.959494893361
224.0,1.0,8032.967239632974
224.0,2.0,8096.716303065183
224.0,3.0,8271.99093137255
224.0,4.0,8239.836775646409
224.0,5.0,8207.988936966678
224.0,6.0,8111.964562787279
224.0,7.0,8033.531582064532
224.0,8.0,7792.257465288539
224.0,9.0,7648.401072396684
224.0,10.0,7407.965153760268
224.0,11.0,6255.783478248435
224.0,12.0,4319.490592485123
224.0,13.0,3296.113826014354
224.0,14.0,2335.236313726667
224.0,15.0,1487.3095747208363
224.0,16.0,1071.6979895401753
224.0,17.0,1007.9201300284716
224.0,18.0,983.6147960596421
224.0,19.0,975.7183692407546
240.0,-28.0,2399.172808060225
240.0,-27.0,2398.5230077161664
240.0,-26.0,2463.230927364093
240.0,-25.0,2591.167211009299
240.0,-24.0,2511.9319002867746
240.0,-23.0,2479.816014844419
240.0,-22.0,2543.6593730602112
240.0,-21.0,2736.078654590656
240.0,-20.0,2831.7004673031774
240.0,-19.0,3038.6664113530073
240.0,-18.0,2975.5012560167816
240.0,-17.0,3039.9168143688803
240.0,-16.0,3295.721936805974
240.0,-15.0,3471.8943601835945
240.0,-14.0,3823.640345801234
240.0,-13.0,4447.392966377941
240.0,-12.0,4512.136190251924
240.0,-11.0,4511.585070174368
240.0,-10.0,4447.051935151891
240.0,-9.0,4191.469916109304
240.0,-8.0,4639.470891089109
240.0,-7.0,5024.280026526298
240.0,-6.0,5216.148245614035
240.0,-5.0,5919.271405919661
240.0,-4.0,6368.370566771774
240.0,-3.0,7648.624433670862
240.0,-2.0,7841.460097055485
240.0,-1.0,7968.353480505608
240.0,0.0,8032.808993798582
240.0,1.0,8160.8106801390695
240.0,2.0,8224.328810842377
240.0,3.0,8368.090983372193
240.0,4.0,8207.612137484895
240.0,5.0,8143.965351187006
240.0,6.0,7983.812976072816
240.0,7.0,7905.143022989634
240.0,8.0,7695.913071633552
240.0,9.0,7535.615290967371
240.0,10.0,7407.689933414912
240.0,11.0,6512.190029595215
240.0,12.0,4767.52662619705
240.0,13.0,3679.9803182082264
240.0,14.0,2655.50664976635
240.0,15.0,1711.6394188435575
240.0,16.0,1167.3457947519735
240.0,17.0,1039.3422539779547
240.0,18.0,983.6246943249205
240.0,19.0,975.8581908934085
256.0,-28.0,2463.5655838346465
256.0,-27.0,2462.975883580567
256.0,-26.0,2527.4012165307217
256.0,-25.0,2527.8985231115807
256.0,-24.0,2463.060773310447
256.0,-23.0,2463.7609447771124
256.0,-22.0,2511.9648896531958
256.0,-21.0,2671.8403933211107
256.0,-20.0,2767.5727970893313
256.0,-19.0,2959.6463505640168
256.0,-18.0,2927.6488741892313
256.0,-17.0,2991.5836525843147
256.0,-16.0,3232.007587236796
256.0,-15.0,3407.659529638347
256.0,-14.0,3791.9058137733455
256.0,-13.0,4512.015198682842
256.0,-12.0,4768.065553309171
256.0,-11.0,4511.594596844047
256.0,-10.0,4447.111663790479
256.0,-9.0,4640.503209084177
256.0,-8.0,5279.565271549576
256.0,-7.0,5791.524337349398
256.0,-6.0,5919.575994318182
256.0,-5.0,6495.87728026534
256.0,-4.0,6624.606363636363
256.0,-3.0,7648.11522134627
256.0,-2.0,7841.624542173391
256.0,-1.0,7968.866458170934
256.0,0.0,8033.116772104347
256.0,1.0,8160.812421389314
256.0,2.0,8225.328185387216
256.0,3.0,8288.874211051118
256.0,4.0,8047.658499326183
256.0,5.0,7951.840561937074
256.0,6.0,7695.63789642248
256.0,7.0,7649.040756116774
256.0,8.0,7471.796139927624
256.0,9.0,7343.957275764644
256.0,10.0,7215.909145652006
256.0,11.0,6287.668432733766
256.0,12.0,4831.785988789532
256.0,13.0,3487.7101676593215
256.0,14.0,2463.5670150897936
256.0,15.0,1631.1065658950965
256.0,16.0,1199.3624909360447
256.0,17.0,1071.261497814995
256.0,18.0,1007.2096717276364
256.0,19.0,976.0034425617328
272.0,-28.0,2591.2188149397084
272.0,-27.0,2527.495938364067
272.0,-26.0,2719.385402314402
272.0,-25.0,2591.042107153081
272.0,-24.0,2462.8777763537328
272.0,-23.0,2415.5547717842323
272.0,-22.0,2448.032366725249
272.0,-21.0,2656.1369983198074
272.0,-20.0,2767.8249178278315
272.0,-19.0,2991.7341632101325
272.0,-18.0,2927.7358084634166
272.0,-17.0,2991.7244231227046
