doy,lat,ndvi
272.0,-16.0,3167.651975611255
272.0,-15.0,3503.6616617368195
272.0,-14.0,4047.3180220086697
272.0,-13.0,5024.2931598203195
272.0,-12.0,5279.328824362606
272.0,-11.0,4895.913436692506
272.0,-10.0,4960.0246215019415
272.0,-9.0,5279.823529411765
272.0,-8.0,6048.228980742132
272.0,-7.0,6432.372139973082
272.0,-6.0,6432.279649595687
272.0,-5.0,6815.86204059243
272.0,-4.0,6753.115520282187
272.0,-3.0,7648.499666925588
272.0,-2.0,7777.771099772272
272.0,-1.0,7905.085755640366
272.0,0.0,8032.52010871829
272.0,1.0,8097.01986190342
272.0,2.0,8225.481247625725
272.0,3.0,8289.54841884795
272.0,4.0,7919.575869336143
272.0,5.0,7695.668320133948
272.0,6.0,7343.487729351562
272.0,7.0,7263.94680024354
272.0,8.0,7152.248180875474
272.0,9.0,6927.8182651664565
272.0,10.0,6736.038572345737
272.0,11.0,5648.386886474681
272.0,12.0,4127.403807559148
272.0,13.0,2976.092345402164
272.0,14.0,2079.4603450448208
272.0,15.0,1503.1540900621762
272.0,16.0,1167.7098535055668
272.0,17.0,1071.3383279157506
272.0,18.0,1007.3036220175101
272.0,19.0,975.9230030873629
288.0,-28.0,2718.901911061962
288.0,-27.0,2718.979493021931
288.0,-26.0,2912.219391025641
288.0,-25.0,2784.1745187613337
288.0,-24.0,2527.1016322274136
288.0,-23.0,2479.5523255813955
288.0,-22.0,2480.027401477833
288.0,-21.0,2656.4436814148935
288.0,-20.0,2783.429496779291
288.0,-19.0,3055.4587594475906
288.0,-18.0,2959.836003578723
288.0,-17.0,3055.816346730951
288.0,-16.0,3231.1242041777177
288.0,-15.0,3727.8835429994033
288.0,-14.0,4464.028265107212
288.0,-13.0,5599.933269174731
288.0,-12.0,5727.993363345869
288.0,-11.0,5407.727684190994
288.0,-10.0,5663.756862745098
288.0,-9.0,5919.602713749172
288.0,-8.0,6688.917477876106
288.0,-7.0,6879.699648968846
288.0,-6.0,6815.399696073057
288.0,-5.0,7008.978467561521
288.0,-4.0,6816.332217573222
288.0,-3.0,7455.791464597478
288.0,-2.0,7777.2679401993355
288.0,-1.0,7969.570287668133
288.0,0.0,8097.250851478849
288.0,1.0,8225.039966934386
288.0,2.0,8288.986947964488
288.0,3.0,8354.362878941083
288.0,4.0,7759.7667836869905
288.0,5.0,7439.930670979027
288.0,6.0,6959.710847851981
288.0,7.0,6943.574188981699
288.0,8.0,6831.849094998548
288.0,9.0,6415.669834015268
288.0,10.0,5935.865865620772
288.0,11.0,4687.737089201878
288.0,12.0,3279.571382636656
288.0,13.0,2527.2673247874122
288.0,14.0,1887.1077215931277
288.0,15.0,1439.0060443903549
288.0,16.0,1167.8230630435241
288.0,17.0,1071.5078536184828
288.0,18.0,1007.4097687074657
288.0,19.0,975.6596327932476
304.0,-28.0,3038.2253037259757
304.0,-27.0,3039.5053879310344
304.0,-26.0,3295.40288484687
304.0,-25.0,3168.410915678887
304.0,-24.0,2783.5625285955307
304.0,-23.0,2607.6802423426457
304.0,-22.0,2575.7609375
304.0,-21.0,2784.6980613980536
304.0,-20.0,2911.748768643901
304.0,-19.0,3215.558767108054
304.0,-18.0,3151.938633651195
304.0,-17.0,3215.5261354923223
304.0,-16.0,3423.2379832122124
304.0,-15.0,3983.8445255104475
304.0,-14.0,4879.200769772815
304.0,-13.0,6048.585701229705
304.0,-12.0,6239.941144595963
304.0,-11.0,5983.511686670878
304.0,-10.0,6432.476744186047
304.0,-9.0,6752.679588484734
304.0,-8.0,7328.814282941975
304.0,-7.0,7264.099187872463
304.0,-6.0,7135.680610303163
304.0,-5.0,7263.659893404397
304.0,-4.0,7136.185224089636
304.0,-3.0,7648.104943625325
304.0,-2.0,7904.949102026968
304.0,-1.0,8033.346076315889
304.0,0.0,8160.98077472688
304.0,1.0,8289.205000766706
304.0,2.0,8352.990115616303
304.0,3.0,8354.141288999086
304.0,4.0,7631.44239287966
304.0,5.0,7183.287794266889
304.0,6.0,6639.637627634151
304.0,7.0,6559.78464164167
304.0,8.0,6383.705514588009
304.0,9.0,5871.807757147995
304.0,10.0,5071.348158796562
304.0,11.0,3727.904238197425
304.0,12.0,2735.6603514151516
304.0,13.0,2207.071578429569
304.0,14.0,1823.5096528737388
304.0,15.0,1375.2164014315952
304.0,16.0,1135.5993986378846
304.0,17.0,1071.657901135776
304.0,18.0,1007.6309629586708
304.0,19.0,975.2327740626502
320.0,-28.0,3423.1564905567493
320.0,-27.0,3551.4296502384736
320.0,-26.0,3807.664119804401
320.0,-25.0,3872.5848843338217
320.0,-24.0,3423.8705783509968
320.0,-23.0,3087.806343906511
320.0,-22.0,2991.166938110749
320.0,-21.0,3231.9143903770355
320.0,-20.0,3488.01928434954
320.0,-19.0,3792.0079221367137
320.0,-18.0,3695.9521467475447
320.0,-17.0,3759.74381260822
320.0,-16.0,3935.206744621591
320.0,-15.0,4687.381357987364
320.0,-14.0,5616.213270341561
320.0,-13.0,6688.602700319763
320.0,-12.0,6879.758188078434
320.0,-11.0,6880.567053882078
320.0,-10.0,7200.053549220489
320.0,-9.0,7328.160319410319
320.0,-8.0,7648.575157001237
320.0,-7.0,7520.146092997767
320.0,-6.0,7392.490900588001
320.0,-5.0,7584.305205095687
320.0,-4.0,7455.9808059432025
320.0,-3.0,7841.692871204665
320.0,-2.0,7968.95976242747
320.0,-1.0,8161.199795439956
320.0,0.0,8224.837393787491
320.0,1.0,8225.784071295957
320.0,2.0,8224.61163392221
320.0,3.0,8162.821234009526
320.0,4.0,7343.780495759947
320.0,5.0,6832.0920965486785
320.0,6.0,6127.488605258075
320.0,7.0,6032.021921680802
320.0,8.0,5743.639451542536
320.0,9.0,5135.485921642524
320.0,10.0,4143.804135952849
320.0,11.0,3087.474645604199
320.0,12.0,2447.4178706135644
320.0,13.0,2079.1164473465565
320.0,14.0,1759.502093150781
320.0,15.0,1359.5369204077228
320.0,16.0,1135.7129361085106
320.0,17.0,1039.8722207033998
320.0,18.0,975.5082258212135
320.0,19.0,944.1847256110944
336.0,-28.0,3808.4571567551393
336.0,-27.0,4192.119546247818
336.0,-26.0,4383.218942189421
336.0,-25.0,4383.985233705288
336.0,-24.0,3999.6829272279147
336.0,-23.0,3663.742205377392
336.0,-22.0,3567.954813939752
336.0,-21.0,3871.810247381248
336.0,-20.0,4191.742416868857
336.0,-19.0,4655.9412934483225
336.0,-18.0,4576.192897322137
336.0,-17.0,4767.963191598152
336.0,-16.0,5023.418401000158
336.0,-15.0,5744.070700197012
336.0,-14.0,6448.077302631579
336.0,-13.0,7264.510117867945
336.0,-12.0,7392.861805236609
336.0,-11.0,7456.039681010775
336.0,-10.0,7648.045318316912
336.0,-9.0,7647.8526828109
336.0,-8.0,7840.631518638511
336.0,-7.0,7712.1016316599125
336.0,-6.0,7583.874385828476
336.0,-5.0,7712.280096573766
336.0,-4.0,7711.75879026953
336.0,-3.0,7841.00291490858
336.0,-2.0,7969.30128004872
336.0,-1.0,8033.351012390819
336.0,0.0,8032.923992433272
336.0,1.0,8096.734838687912
336.0,2.0,7968.035037224461
336.0,3.0,7969.504655858097
336.0,4.0,6927.8511816839
336.0,5.0,6319.46422829582
336.0,6.0,5391.2061204871925
336.0,7.0,5214.889244996079
336.0,8.0,4975.904715127702
336.0,9.0,4303.712934823436
336.0,10.0,3503.561248760048
336.0,11.0,2735.8206547994164
336.0,12.0,2255.605194056712
336.0,13.0,2015.2887771162448
336.0,14.0,1696.0578920360656
336.0,15.0,1327.6953513966773
336.0,16.0,1103.6887974372353
336.0,17.0,1039.6400738135885
336.0,18.0,975.7437900413603
336.0,19.0,943.484564233674
352.0,-28.0,4321.082397217888
352.0,-27.0,4831.316852966466
352.0,-26.0,4895.785037237644
352.0,-25.0,4960.0802882141015
352.0,-24.0,4576.161542289598
352.0,-23.0,4207.502926115581
352.0,-22.0,4063.9215194109775
352.0,-21.0,4447.798328108673
352.0,-20.0,4895.268524828943
352.0,-19.0,5472.304583603828
352.0,-18.0,5663.63795481297
352.0,-17.0,5791.540793664357
352.0,-16.0,6111.800719325745
352.0,-15.0,6799.616882785379
352.0,-14.0,7183.600424757282
352.0,-13.0,7456.169190367369
352.0,-12.0,7455.910361568399
352.0,-11.0,7391.793767518215
352.0,-10.0,7583.699687389064
352.0,-9.0,7584.184236162015
352.0,-8.0,7840.525219649573
352.0,-7.0,7712.061477173648
352.0,-6.0,7648.1513114782
352.0,-5.0,7776.798888244488
352.0,-4.0,7712.44401865222
352.0,-3.0,7648.612727375252
352.0,-2.0,7520.220089663039
352.0,-1.0,7648.9001094830355
352.0,0.0,7647.9718269846735
352.0,1.0,7711.853659770034
352.0,2.0,7648.464998900516
352.0,3.0,7535.869960760579
352.0,4.0,6431.542064574806
352.0,5.0,5647.708288482239
352.0,6.0,4495.445394099866
352.0,7.0,4319.538866250782
352.0,8.0,4143.403651115619
352.0,9.0,3759.6363265361188
352.0,10.0,3183.879454395445
352.0,11.0,2575.446904548593
352.0,12.0,2159.4431690792853
352.0,13.0,1967.6014673147793
352.0,14.0,1695.6942256147242
352.0,15.0,1327.75232913556
352.0,16.0,1103.7007483785676
352.0,17.0,1039.626023316479
352.0,18.0,975.7854291751852
352.0,19.0,943.3169452328686
