date,mean_2m_air_temperature,total_precipitation
1984-06-04,290.8056641,4.28E-08
1984-06-05,290.5541077,0
1984-06-06,291.11026,0
1984-06-07,290.0214844,0
1984-06-08,289.5176697,0
1984-06-09,289.6236877,0
1984-06-10,290.0484314,0
1984-06-11,290.0605774,0
1984-06-12,289.9158936,0
1984-06-13,292.3833923,0
1984-06-14,288.0910034,2.10E-04
1984-06-15,287.084259,3.18E-05
1984-06-16,286.1154785,9.11E-05
1984-06-17,286.5674133,3.09E-05
1984-06-18,286.872345,7.29E-05
1984-06-19,286.9129944,1.86E-09
1984-06-20,288.9640198,3.50E-06
1984-06-21,290.2879639,2.97E-04
1984-06-22,288.4584656,3.58E-04
1984-06-23,289.6428528,3.44E-06
1984-06-24,288.5137939,2.57E-06
1984-06-25,289.4463806,0
1984-06-26,290.291626,0
1984-06-27,290.1322021,0
1984-06-28,289.101593,5.29E-05
1984-06-29,289.0380554,2.13E-06
1984-06-30,289.2337646,0
1984-07-01,290.5097961,0
1984-07-02,292.004425,0
1984-07-03,289.6112976,0
1984-07-04,288.5371704,8.05E-06
1984-07-05,288.6166382,0
1984-07-06,289.8746948,4.28E-08
1984-07-07,290.5479431,0.001511425
1984-07-08,289.8390808,0.003761956
1984-07-09,288.8540955,1.54E-04
1984-07-10,289.0023193,0.004524767
1984-07-11,289.4096985,0.001129162
1984-07-12,289.598114,7.71E-04
1984-07-13,289.4059753,0
1984-07-14,289.9753723,0
1984-07-15,291.3799744,0
1984-07-16,289.2802734,1.86E-09
1984-07-17,287.8814392,4.10E-08
1984-07-18,288.5948181,0
1984-07-19,290.1391602,2.14E-08
1984-07-20,290.790863,0
1984-07-21,291.8345642,5.18E-07
1984-07-22,286.7936707,1.88E-05
1984-07-23,287.1222839,7.45E-05
1984-07-24,288.4298096,7.59E-06
1984-07-25,288.9485168,0.002081677
1984-07-26,288.9380188,2.66E-05
1984-07-27,289.9019165,2.14E-08
1984-07-28,291.4751587,0
1984-07-29,292.6727295,1.86E-09
1984-07-30,293.4379883,4.28E-08
1984-07-31,291.6996155,0
1984-08-01,289.9397888,9.31E-10
1984-08-02,289.9665833,2.33E-08
1984-08-03,290.8483582,4.28E-08
1984-08-04,292.1553955,0
1984-08-05,292.4833984,1.86E-09
1984-08-06,293.4403381,4.28E-08
1984-08-07,290.5879211,1.29E-06
1984-08-08,289.3186951,4.28E-08
1984-08-09,290.7275696,1.86E-09
1984-08-10,293.4627075,4.28E-08
1984-08-11,291.0548706,0
1984-08-12,291.1876221,3.70E-06
1984-08-13,291.1542053,0
1984-08-14,292.5523987,0
1984-08-15,291.4728088,1.93E-06
1984-08-16,292.1599731,0
1984-08-17,291.3644104,3.94E-04
1984-08-18,291.2422791,0
1984-08-19,292.1006775,0
1984-08-20,294.2940369,0
1984-08-21,295.2480774,0
1984-08-22,293.9011536,0
1984-08-23,293.5171509,0
1984-08-24,293.603363,9.31E-10
1984-08-25,296.6159363,2.14E-08
1984-08-26,292.0840759,8.34E-05
1984-08-27,294.2631836,0
1984-08-28,290.7537231,7.41E-05
1984-08-29,293.3187561,6.52E-06
1984-08-30,292.5375366,0.001138076
1984-08-31,294.0107727,7.54E-06
1984-09-01,294.9994202,7.00E-07
1984-09-02,298.2547607,1.86E-09
1984-09-03,301.5518494,4.28E-08
1984-09-04,300.2200012,0
1984-09-05,295.8233337,0
1984-09-06,295.3433533,0
1984-09-07,296.5010681,1.86E-09
1984-09-08,297.9451599,4.28E-08
1984-09-09,299.1885376,9.31E-10
1984-09-10,293.6456604,7.81E-05
1984-09-11,293.6112671,1.33E-04
1984-09-12,295.1206055,1.97E-04
1984-09-13,298.8461609,4.53E-04
1984-09-14,288.3218689,7.32E-04
1984-09-15,288.9302368,3.26E-04
1984-09-16,293.3122864,0.009054016
1984-09-17,296.6461487,1.27E-05
1984-09-18,294.4884644,0.006638098
1984-09-19,294.3236084,0.005696416
1984-09-20,297.3138428,9.31E-10
1984-09-21,296.02005,2.72E-04
1984-09-22,297.6217957,0
1984-09-23,297.4129944,0
1984-09-24,295.2563477,3.05E-05
1984-09-25,297.2451477,0
1984-09-26,300.8059998,0
1984-09-27,299.8911438,1.36E-04
1984-09-28,299.9513855,0
1984-09-29,300.0705261,1.42E-06
1984-09-30,300.2536316,3.39E-04
1984-10-01,300.9594421,0
1984-10-02,302.1242676,0
1984-10-03,303.0722351,6.78E-05
1984-10-04,300.54953,0.008513252
1984-10-05,300.0923767,8.74E-04
1984-10-06,298.1462402,0.002802638
1984-10-07,297.7685242,5.81E-04
1984-10-08,299.7320251,9.02E-06
1984-10-09,300.3805237,0
1984-10-10,297.1360779,6.75E-04
1984-10-11,295.3119202,3.62E-04
1984-10-12,300.0382385,1.23E-06
1984-10-13,300.6936035,0.001750482
1984-10-14,299.2298279,0.005487088
1984-10-15,297.3873596,0.006331626
1984-10-16,293.3070679,8.80E-04
1984-10-17,291.9503479,7.00E-05
1984-10-18,294.678772,6.69E-07
1984-10-19,298.1085205,0
1984-10-20,298.1604919,1.19E-05
1984-10-21,292.7863464,2.67E-04
1984-10-22,297.9058838,1.47E-04
1984-10-23,298.8424377,4.70E-05
1984-10-24,297.6803284,3.46E-04
1984-10-25,299.3595581,0
1984-10-26,299.6524048,0
1984-10-27,301.2361145,0
1984-10-28,303.3123474,9.31E-10
1984-10-29,303.3072815,3.16E-04
1984-10-30,298.6488953,0.003558097
1984-10-31,297.1472473,0.004240059
1984-11-01,298.4429626,0.009436524
1984-11-02,294.5532532,0.009738239
1984-11-03,291.5505066,2.63E-04
1984-11-04,291.1389465,0.008367021
1984-11-05,294.3782043,0.002370147
1984-11-06,294.3808289,2.34E-04
1984-11-07,294.2368164,1.31E-04
1984-11-08,295.2368469,1.84E-04
1984-11-09,296.139679,0
1984-11-10,298.4126282,8.18E-05
1984-11-11,299.455719,1.08E-04
1984-11-12,302.1467896,8.58E-07
1984-11-13,296.1062927,3.15E-04
1984-11-14,293.6267395,5.83E-04
1984-11-15,295.9456177,6.00E-05
1984-11-16,299.414032,0.002211367
1984-11-17,300.4423828,1.91E-05
1984-11-18,302.0700989,9.20E-06
1984-11-19,295.2863464,5.52E-04
1984-11-20,297.8786926,0.003373215
1984-11-21,301.0904541,0
1984-11-22,299.1836243,1.70E-05
1984-11-23,301.9484863,1.86E-09
1984-11-24,304.0920715,4.28E-08
1984-11-25,301.8179016,0.002229325
1984-11-26,297.3612061,8.83E-04
1984-11-27,299.4400635,0.001001308
1984-11-28,299.3699646,0.013809338
1984-11-29,296.8886414,0.029852655
1984-11-30,293.7946472,0.004551006
1984-12-01,294.2773743,0.001202738
1984-12-02,298.1539612,1.40E-04
1984-12-03,301.2898254,0.002414612
1984-12-04,299.2608337,0.004145138
1984-12-05,300.6917114,8.53E-05
1984-12-06,295.3135681,7.74E-05
1984-12-07,296.8486633,3.62E-04
1984-12-08,299.8022766,2.71E-05
1984-12-09,302.0500793,0
1984-12-10,303.2053833,1.55E-06
1984-12-11,301.5007935,0
1984-12-12,301.5348206,6.31E-06
1984-12-13,303.2453003,1.80E-05
1984-12-14,303.274353,7.12E-04
1984-12-15,301.0155029,0.00392271
1984-12-16,298.5042419,0.001017237
1984-12-17,300.5799255,1.23E-04
1984-12-18,302.0641174,2.80E-05
1984-12-19,302.6536255,4.70E-04
1984-12-20,301.9700928,2.15E-04
1984-12-21,299.4371338,0.00352846
1984-12-22,298.9957886,2.64E-04
1984-12-23,299.1745911,0.003430551
1984-12-24,300.9488831,0.004893454
1984-12-25,295.4819641,6.15E-04
1984-12-26,298.1192322,2.19E-05
1984-12-27,300.1641235,1.86E-09
1984-12-28,301.4956665,4.10E-08
1984-12-29,300.0326233,0.001086051
1984-12-30,297.802002,1.88E-04
1984-12-31,301.6045837,4.47E-08
1985-01-01,302.806427,4.28E-08
1985-01-02,302.5335999,0
1985-01-03,302.6630554,0
1985-01-04,304.185791,0
1985-01-05,301.5032043,0.005483853
1985-01-06,299.6665039,0.003830556
1985-01-07,299.792572,0.003716463
1985-01-08,299.812561,0.008409997
1985-01-09,298.1030579,0.00107472
1985-01-10,297.7705688,4.34E-04
1985-01-11,298.9153748,0.001181837
1985-01-12,300.6643677,3.18E-04
1985-01-13,302.5870056,6.65E-05
1985-01-14,302.2572327,1.08E-04
1985-01-15,300.5127563,0.018054461
1985-01-16,297.6184387,0.004804689
1985-01-17,298.4423523,0.023572989
1985-01-18,298.5805054,0.00394556
1985-01-19,296.4936829,0.017819006
1985-01-20,295.6748962,4.12E-04
1985-01-21,296.1903687,6.94E-04
1985-01-22,298.4821777,4.63E-04
1985-01-23,300.1091919,3.22E-04
1985-01-24,300.0353394,2.92E-04
1985-01-25,298.5552063,1.86E-09
1985-01-26,298.7608337,5.02E-05
1985-01-27,300.322113,2.00E-06
1985-01-28,299.7082825,7.04E-04
1985-01-29,298.7800598,0.002393886
1985-01-30,299.3323669,0.003391117
1985-01-31,299.4407043,0.002385698
1985-02-01,300.4162598,8.45E-04
1985-02-02,300.1127014,0.001615455
1985-02-03,300.0238037,9.55E-04
1985-02-04,299.8416138,5.70E-04
1985-02-05,299.3623352,5.77E-05
1985-02-06,299.8791504,7.67E-04
1985-02-07,298.8169556,0.01151081
1985-02-08,296.7543335,0.041534409
1985-02-09,294.2250061,0.013224293
1985-02-10,297.0061951,0.01095851
1985-02-11,297.9243164,0.00198663
1985-02-12,297.1535645,6.83E-04
1985-02-13,295.584198,0
1985-02-14,295.7878113,2.68E-05
1985-02-15,297.1410217,4.82E-04
1985-02-16,298.8339539,3.28E-04
1985-02-17,298.9782104,1.69E-04
1985-02-18,298.1143188,1.67E-04
1985-02-19,299.2940369,5.62E-04
1985-02-20,297.4883118,0
1985-02-21,297.4669495,2.35E-06
1985-02-22,299.0030212,1.11E-05
1985-02-23,300.0133362,1.07E-05
1985-02-24,301.4378967,2.36E-05
1985-02-25,301.2933655,0.001154503
1985-02-26,300.3971863,5.48E-07
1985-02-27,300.1525269,1.01E-04
1985-02-28,300.1624146,0
1985-03-01,301.6131287,0
1985-03-02,304.0439758,4.30E-06
1985-03-03,302.9035339,0.003129593
1985-03-04,299.4247742,0.008729177
1985-03-05,299.5079346,9.94E-04
1985-03-06,298.4595642,0.002445086
1985-03-07,296.3860168,6.32E-04
1985-03-08,297.0396423,2.12E-04
1985-03-09,297.1784973,0.001489022
1985-03-10,297.1141357,1.88E-05
1985-03-11,297.9391174,8.79E-07
1985-03-12,300.0471802,0
1985-03-13,301.1816101,4.31E-05
1985-03-14,299.2720642,9.59E-04
1985-03-15,300.0749207,7.41E-04
1985-03-16,299.9519043,0.006483411
1985-03-17,297.9575806,0.007824818
1985-03-18,297.636322,0.001280367
1985-03-19,298.5691833,1.65E-04
1985-03-20,297.297821,0.001397735
1985-03-21,296.5454407,3.48E-04
1985-03-22,298.3365784,0
1985-03-23,298.9785461,1.93E-04
1985-03-24,299.9387207,2.76E-06
1985-03-25,298.7377625,6.57E-04
1985-03-26,299.3303528,1.01E-05
1985-03-27,298.8369141,1.95E-04
1985-03-28,296.0195007,4.04E-06
1985-03-29,295.3399658,9.70E-06
1985-03-30,296.0619507,0
1985-03-31,295.9465942,3.66E-04
1985-04-01,296.5529785,2.06E-04
1985-04-02,296.6750183,3.81E-04
1985-04-03,297.3899841,6.87E-04
1985-04-04,298.4226074,1.90E-05
1985-04-05,299.184967,0
1985-04-06,299.8573608,1.81E-06
1985-04-07,299.0787659,0.003070137
1985-04-08,293.4935608,4.28E-08
1985-04-09,293.4805603,0
1985-04-10,294.3836365,3.61E-05
1985-04-11,293.4078979,3.44E-04
1985-04-12,293.2375488,1.86E-09
1985-04-13,293.2584534,3.36E-05
1985-04-14,293.7458496,1.16E-05
1985-04-15,293.7519836,8.16E-05
1985-04-16,294.4805603,0
1985-04-17,295.6825867,0
1985-04-18,297.1651611,0
1985-04-19,296.9492188,0
1985-04-20,295.9750366,1.86E-09
1985-04-21,295.3003235,3.39E-04
1985-04-22,295.8338928,0
1985-04-23,297.3978271,0
1985-04-24,296.4715271,0
1985-04-25,295.8555298,2.53E-05
1985-04-26,295.9931946,3.55E-04
1985-04-27,295.4947815,1.82E-05
1985-04-28,295.5451965,1.86E-09
1985-04-29,297.8794861,4.28E-08
1985-04-30,297.7704163,0
1985-05-01,297.7976685,0
1985-05-02,295.4536438,0.001019899
1985-05-03,294.2911682,7.02E-04
1985-05-04,294.0818787,3.37E-04
1985-05-05,294.0259705,5.35E-07
1985-05-06,294.7068787,0
1985-05-07,294.899353,0
1985-05-08,294.8763733,0
1985-05-09,294.3299866,0
1985-05-10,294.3587341,0
1985-05-11,296.1620483,3.14E-05
1985-05-12,294.2122498,0.001917833
1985-05-13,290.1091614,0.017361019
1985-05-14,287.6424255,0.007792569
1985-05-15,288.3679504,1.57E-05
1985-05-16,287.7071838,0
1985-05-17,288.7626953,1.86E-09
1985-05-18,289.1747437,4.10E-08
1985-05-19,289.2225647,0
1985-05-20,290.0321655,2.33E-08
1985-05-21,289.4179993,4.28E-08
1985-05-22,290.6608582,0
1985-05-23,293.4535217,0
1985-05-24,291.5297241,6.54E-07
1985-05-25,290.7537537,1.90E-04
1985-05-26,289.288147,1.24E-05
1985-05-27,289.0427856,1.89E-06
1985-05-28,289.4589539,1.21E-04
1985-05-29,290.4396057,5.03E-07
1985-05-30,288.9865417,0.001007663
1985-05-31,288.8577881,1.06E-04
1985-06-01,288.2928772,3.36E-06
1985-06-02,286.5649719,9.31E-10
1985-06-03,287.0086975,2.33E-08
1985-06-04,288.3332825,4.28E-08
1985-06-05,288.7617493,1.86E-09
1985-06-06,289.3919983,2.54E-05
1985-06-07,288.6351624,0
1985-06-08,289.1581116,2.33E-08
1985-06-09,288.8920898,4.28E-08
1985-06-10,288.4940796,1.86E-09
1985-06-11,288.36203,4.47E-08
1985-06-12,288.9484558,4.10E-08
1985-06-13,289.9576416,0
1985-06-14,291.2623291,1.86E-09
1985-06-15,290.1966553,2.85E-04
1985-06-16,290.0115662,0
1985-06-17,289.5376587,1.09E-05
1985-06-18,288.4520264,0
1985-06-19,290.3674316,0
1985-06-20,290.819519,0
1985-06-21,288.634491,1.86E-09
1985-06-22,287.5058899,4.28E-08
1985-06-23,290.000946,0
1985-06-24,290.5360107,4.24E-04
1985-06-25,290.8385925,6.12E-04
1985-06-26,289.8089905,3.56E-04
1985-06-27,289.4631348,4.47E-08
1985-06-28,290.3026733,4.10E-08
1985-06-29,289.4100952,1.77E-05
1985-06-30,287.9230652,5.60E-06
1985-07-01,289.9065857,5.38E-05
1985-07-02,289.462738,0
1985-07-03,288.65625,1.11E-04
1985-07-04,288.7893982,0
1985-07-05,291.5222168,1.87E-05
1985-07-06,291.3663635,4.28E-08
1985-07-07,291.1942139,0
1985-07-08,292.4444885,0
1985-07-09,293.1168213,0
1985-07-10,290.9459534,6.06E-06
1985-07-11,291.4870605,1.20E-05
1985-07-12,285.7471924,0
1985-07-13,284.903595,0
1985-07-14,287.0658264,0
1985-07-15,287.2805481,1.71E-06
1985-07-16,287.3236389,2.91E-06
1985-07-17,287.0507507,9.31E-10
1985-07-18,286.5996704,2.14E-08
1985-07-19,287.8733521,9.31E-10
1985-07-20,288.2177429,2.14E-08
1985-07-21,289.1904602,0
1985-07-22,289.9814758,0
1985-07-23,287.5791016,3.13E-06
1985-07-24,288.2529907,0
1985-07-25,290.4659119,0
1985-07-26,290.8401794,1.86E-09
1985-07-27,290.2100525,4.28E-08
1985-07-28,290.353241,9.31E-10
1985-07-29,291.0088806,2.14E-08
1985-07-30,291.1925964,0
1985-07-31,292.11203,0
1985-08-01,290.6859436,0
1985-08-02,291.4723206,9.31E-10
1985-08-03,292.1777649,2.14E-08
1985-08-04,291.251709,0
1985-08-05,291.1228027,1.62E-06
1985-08-06,293.1561584,9.31E-10
1985-08-07,296.3457031,2.14E-08
1985-08-08,296.1795959,0
1985-08-09,295.6881409,0
1985-08-10,294.3876343,1.86E-09
1985-08-11,292.3417053,4.19E-08
1985-08-12,292.1034851,0
1985-08-13,293.4281921,0
1985-08-14,292.7902222,0
1985-08-15,293.7024231,1.86E-09
1985-08-16,291.8565369,4.32E-04
1985-08-17,291.5716553,7.36E-07
1985-08-18,293.0292664,0
1985-08-19,292.094635,4.03E-04
1985-08-20,292.5038147,4.28E-08
1985-08-21,292.6266785,0
1985-08-22,292.7787476,0
1985-08-23,293.7852478,0
1985-08-24,294.1174011,0
1985-08-25,293.1868286,4.10E-08
1985-08-26,289.1316833,1.63E-05
1985-08-27,287.681366,0
1985-08-28,289.4434814,2.14E-08
1985-08-29,290.8222656,0
1985-08-30,293.7063599,0
1985-08-31,294.530365,3.86E-04
1985-09-01,292.9013062,0.003375602
1985-09-02,293.1781006,7.81E-05
1985-09-03,295.2771912,4.28E-08
1985-09-04,298.8172913,2.81E-04
1985-09-05,293.7321472,8.56E-04
1985-09-06,295.3074646,1.86E-09
1985-09-07,293.870575,1.86E-05
1985-09-08,293.4640503,3.46E-05
1985-09-09,294.4283142,0
1985-09-10,296.4907532,1.86E-09
1985-09-11,298.8634338,4.28E-08
1985-09-12,299.131012,0
1985-09-13,292.0556946,3.65E-06
1985-09-14,289.6358643,0.001796192
1985-09-15,289.1555481,0.007289445
1985-09-16,290.3952332,0.00233468
1985-09-17,290.9515381,1.60E-04
1985-09-18,292.620697,8.05E-05
1985-09-19,295.6487732,0
1985-09-20,295.9916077,0.00174473
1985-09-21,291.804718,3.39E-04
1985-09-22,292.1699219,3.17E-04
1985-09-23,293.886322,6.18E-05
1985-09-24,296.1294861,4.28E-08
1985-09-25,298.8916931,0
1985-09-26,298.9542236,0
1985-09-27,297.4741211,2.48E-05
1985-09-28,298.3544922,0
1985-09-29,299.3928528,0
1985-09-30,300.3392639,0
1985-10-01,299.6167297,0
1985-10-02,300.0553894,0
1985-10-03,300.5910645,1.86E-09
1985-10-04,300.9981384,4.28E-08
1985-10-05,300.5758057,0
1985-10-06,295.439209,7.93E-05
1985-10-07,293.6280518,1.37E-04
1985-10-08,297.4651489,0
1985-10-09,295.2104797,3.88E-04
1985-10-10,294.0045471,6.51E-05
1985-10-11,294.8755798,5.22E-06
1985-10-12,295.9856873,1.45E-06
1985-10-13,298.6971741,0
1985-10-14,299.9458313,0.001622537
1985-10-15,299.8615112,0.005618617
1985-10-16,300.6090393,4.71E-05
1985-10-17,297.1409302,9.73E-06
1985-10-18,295.9960632,1.64E-04
1985-10-19,296.5951233,4.70E-05
1985-10-20,298.4766541,2.29E-04
1985-10-21,298.0415344,0
1985-10-22,297.5290833,0
1985-10-23,299.5709534,0
1985-10-24,301.4979858,0
1985-10-25,302.2943115,2.40E-05
1985-10-26,300.5045471,1.68E-06
1985-10-27,299.2128601,2.90E-05
1985-10-28,299.9437561,2.61E-04
1985-10-29,301.3738098,7.19E-04
1985-10-30,296.4857483,0.024749026
1985-10-31,294.2932434,0.026639652
1985-11-01,294.1396484,0.009871261
1985-11-02,297.2315369,9.84E-05
1985-11-03,297.8737793,0
1985-11-04,299.9812012,0
1985-11-05,300.9203796,0.002641234
1985-11-06,301.1643372,1.02E-04
1985-11-07,301.9846497,9.66E-05
1985-11-08,299.3065796,0.003042014
1985-11-09,299.4155579,0.004754292
1985-11-10,294.8853455,9.79E-04
1985-11-11,293.9552002,2.15E-05
1985-11-12,294.2502747,6.70E-06
1985-11-13,294.9634705,0
1985-11-14,297.4590759,9.31E-10
1985-11-15,298.9201965,2.14E-08
1985-11-16,299.8110962,0
1985-11-17,297.9099121,1.64E-04
1985-11-18,297.6713867,7.99E-06
1985-11-19,297.4709778,3.41E-06
1985-11-20,297.6914063,3.63E-06
1985-11-21,299.007782,0
1985-11-22,301.5971375,2.28E-05
1985-11-23,303.8383179,1.40E-04
1985-11-24,303.2833557,5.05E-04
1985-11-25,302.3288574,4.68E-04
1985-11-26,301.1178894,6.10E-05
1985-11-27,298.6950684,6.71E-04
1985-11-28,298.4425964,1.86E-09
1985-11-29,298.7932434,4.28E-08
1985-11-30,297.8322449,5.88E-04
1985-12-01,296.3955078,6.16E-04
1985-12-02,298.9387512,0
1985-12-03,300.127655,8.17E-05
1985-12-04,300.6452942,1.13E-05
1985-12-05,299.59552,1.84E-04
1985-12-06,299.3660889,0.001218583
1985-12-07,300.9598694,0.005168905
1985-12-08,301.4794922,3.07E-05
1985-12-09,300.9796448,6.24E-04
1985-12-10,303.4716492,1.36E-04
1985-12-11,301.705719,0.002833771
1985-12-12,298.7388306,6.49E-04
1985-12-13,300.8996277,5.27E-04
1985-12-14,301.2493286,0.001260566
1985-12-15,298.296875,0.007715076
1985-12-16,298.6636658,3.66E-04
1985-12-17,299.8304749,3.25E-04
1985-12-18,298.5089722,0.002545245
1985-12-19,292.925415,0.019628473
1985-12-20,291.4199524,0.002212648
1985-12-21,294.7278748,4.27E-04
1985-12-22,295.7556152,0.001147424
1985-12-23,296.1107788,3.49E-04
1985-12-24,299.35495,1.13E-04
1985-12-25,301.5777283,2.85E-04
1985-12-26,299.4500427,0.004592685
1985-12-27,299.4712219,4.56E-04
1985-12-28,302.3510132,2.05E-04
1985-12-29,303.690094,7.01E-06
1985-12-30,303.3648987,0.002037382
1985-12-31,301.7566833,0.004794899
1986-01-01,299.0984802,0.002336154
1986-01-02,297.2396545,7.45E-04
1986-01-03,300.4394226,0.003517343
1986-01-04,299.0677185,0.009503826
1986-01-05,299.6863708,0.010139479
1986-01-06,299.1983337,0.001674626
1986-01-07,299.6296082,9.74E-06
1986-01-08,299.9180603,1.30E-04
1986-01-09,300.0426941,2.20E-05
1986-01-10,301.6510315,0
1986-01-11,302.0923157,0
1986-01-12,302.4208679,1.20E-04
1986-01-13,303.4333801,1.03E-04
1986-01-14,305.4690552,4.97E-05
1986-01-15,303.645752,0.002314973
1986-01-16,300.6785583,0.00409134
1986-01-17,299.076416,0.001105234
1986-01-18,300.4653625,5.59E-04
1986-01-19,299.0975647,7.35E-04
1986-01-20,298.9008179,9.25E-04
1986-01-21,300.6664734,8.19E-05
1986-01-22,301.0325623,2.40E-04
1986-01-23,297.8235168,9.70E-06
1986-01-24,299.0100403,3.44E-04
1986-01-25,299.5197754,0.001669522
1986-01-26,299.9630432,0.001220873
1986-01-27,300.9876404,0.001097617
1986-01-28,301.778717,1.20E-04
1986-01-29,303.091095,3.46E-05
1986-01-30,299.7292786,3.15E-04
1986-01-31,299.7607422,4.92E-04
1986-02-01,301.9700012,4.79E-06
1986-02-02,299.8126526,7.50E-04
1986-02-03,298.7124329,2.95E-04
1986-02-04,300.6373291,2.31E-05
1986-02-05,303.0441284,2.24E-05
1986-02-06,299.1650391,0.007369125
1986-02-07,299.9639587,0.004673852
1986-02-08,299.7946472,0.007674735
1986-02-09,300.5266724,0.001338417
1986-02-10,299.7868958,1.63E-05
1986-02-11,301.0019836,3.73E-04
1986-02-12,300.6564026,1.55E-04
1986-02-13,299.1462708,0.003093893
1986-02-14,297.7081604,3.56E-04
1986-02-15,298.5619507,7.87E-04
1986-02-16,298.7496643,5.56E-04
1986-02-17,299.3207703,1.32E-04
1986-02-18,299.4703674,1.62E-04
1986-02-19,299.6426392,1.96E-08
1986-02-20,300.625885,0
1986-02-21,302.4543457,0
1986-02-22,304.0351257,4.28E-08
1986-02-23,304.3546448,0.00102956
1986-02-24,302.7621765,1.12E-05
1986-02-25,298.9512939,8.69E-04
1986-02-26,297.0257874,7.33E-05
1986-02-27,297.5127258,5.96E-07
1986-02-28,300.0196838,0
1986-03-01,301.4891052,3.65E-06
1986-03-02,301.2412415,0
1986-03-03,302.9945984,1.09E-06
1986-03-04,301.1722107,2.59E-05
1986-03-05,300.0583191,1.03E-04
1986-03-06,301.709198,2.57E-04
1986-03-07,300.691864,3.31E-04
1986-03-08,301.0753479,7.60E-07
1986-03-09,302.2204895,0
1986-03-10,302.3274536,1.16E-04
1986-03-11,300.3688965,6.14E-05
1986-03-12,301.5699768,2.47E-04
1986-03-13,300.8074646,1.54E-04
1986-03-14,302.1700439,2.62E-05
1986-03-15,303.3403625,5.90E-06
1986-03-16,304.1609802,8.50E-07
1986-03-17,301.7498474,1.97E-05
1986-03-18,299.9293213,1.44E-05
1986-03-19,301.4411011,5.97E-04
1986-03-20,300.2825623,4.21E-06
1986-03-21,300.0018616,0
1986-03-22,300.7254944,0
1986-03-23,302.3937988,1.84E-05
1986-03-24,300.082428,0.005508873
1986-03-25,292.9697876,0.002376927
1986-03-26,293.7523804,0
1986-03-27,294.2779236,0
1986-03-28,295.1995239,0
1986-03-29,297.4850159,0
1986-03-30,298.1875916,0
1986-03-31,297.7589111,4.21E-04
1986-04-01,296.4015198,6.55E-05
1986-04-02,296.9741211,0
1986-04-03,295.9172058,0
1986-04-04,296.10849,0
1986-04-05,297.9501038,0
1986-04-06,300.0054016,5.42E-06
1986-04-07,299.5935974,1.69E-04
1986-04-08,299.5180664,0
1986-04-09,299.4823303,4.10E-08
1986-04-10,300.1326599,0
1986-04-11,301.4837341,1.96E-08
1986-04-12,299.1714478,2.57E-04
1986-04-13,298.0558472,2.75E-04
1986-04-14,298.0115051,1.56E-04
1986-04-15,298.4584045,5.12E-06
1986-04-16,293.1633301,0.02259675
1986-04-17,293.5758972,0.009774876
1986-04-18,293.1634216,0.01105815
1986-04-19,293.3164368,0.018279545
1986-04-20,294.2084656,0.008022485
1986-04-21,293.6305237,0.010761349
1986-04-22,292.3002319,0.004632713
1986-04-23,292.3058777,2.89E-05
1986-04-24,293.5505066,0
1986-04-25,292.6158752,0.001074452
1986-04-26,292.6660461,2.97E-04
1986-04-27,292.9062805,0.00124705
1986-04-28,293.1521606,4.52E-04
1986-04-29,292.6416931,3.98E-04
1986-04-30,294.5235291,4.28E-08
1986-05-01,294.5004578,7.22E-05
1986-05-02,292.5265808,1.05E-04
1986-05-03,293.3546448,2.91E-05
1986-05-04,294.0673828,1.56E-04
1986-05-05,290.2681274,6.71E-05
1986-05-06,290.0105591,6.02E-07
1986-05-07,291.2290344,0
1986-05-08,292.4492493,0
1986-05-09,292.9018555,0
1986-05-10,293.5032654,0
1986-05-11,293.0360413,0
1986-05-12,293.747345,0
1986-05-13,293.2988281,1.86E-09
1986-05-14,292.5336609,4.10E-08
1986-05-15,293.9792786,0
1986-05-16,293.5382385,2.14E-08
1986-05-17,292.0091248,4.84E-07
1986-05-18,292.3887634,0
1986-05-19,291.6519165,1.80E-04
1986-05-20,291.9219666,1.21E-05
1986-05-21,291.8033142,0
1986-05-22,291.4407349,0
1986-05-23,292.2703857,0
1986-05-24,292.4881592,0
1986-05-25,291.9728394,1.50E-06
1986-05-26,291.4084778,0
1986-05-27,290.3140564,0
1986-05-28,290.6370544,1.84E-04
1986-05-29,291.3695984,0
1986-05-30,291.9497375,0
1986-05-31,291.9493713,0
1986-06-01,292.7496643,0
1986-06-02,294.2888184,0
1986-06-03,294.0610046,0
1986-06-04,293.5081787,1.21E-05
1986-06-05,289.0489807,0
1986-06-06,289.0257263,0
1986-06-07,288.8651123,7.42E-05
1986-06-08,287.7980652,5.30E-04
1986-06-09,287.3802795,5.33E-07
1986-06-10,288.5424194,0
1986-06-11,288.1422729,0
1986-06-12,289.1833191,0
1986-06-13,290.4677124,0
1986-06-14,290.2188721,0
1986-06-15,289.7539673,6.50E-06
1986-06-16,289.0221252,2.06E-05
1986-06-17,288.5579529,0
1986-06-18,289.8761902,4.10E-08
1986-06-19,288.9282532,0
1986-06-20,288.4789124,4.10E-08
1986-06-21,290.1126404,0
1986-06-22,289.0547791,6.73E-05
1986-06-23,288.0517578,3.73E-09
1986-06-24,287.625885,8.57E-08
1986-06-25,287.6721497,0
1986-06-26,287.8057556,0
1986-06-27,288.4608765,0
1986-06-28,287.9241028,0
1986-06-29,287.3808899,0
1986-06-30,288.0602722,0
1986-07-01,287.9729919,0
1986-07-02,287.2918396,0
